Code,Name,ListingDate,Shares,ListingBoard,Sector,LastPrice,MarketCap,MinutesFirstAdded,MinutesLastUpdated,HourlyFirstAdded,HourlyLastUpdated,DailyFirstAdded,DailyLastUpdated
DUCK,Jaya Bersama Indo Tbk.,2018-10-10,1283330000,Utama,Consumer Cyclicals,176,225866080000,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-10-10,2022-04-16
DUTI,Duta Pertiwi Tbk,1994-11-02,1850000000,Pengembangan,Properties & Real Estate,4700,8695000000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
DVLA,Darya-Varia Laboratoria Tbk.,1994-11-11,1120000000,Utama,Healthcare,2750,3080000000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
DWGL,Dwi Guna Laksana Tbk.,2017-12-13,9244722556,Pengembangan,Energy,171,1580847557076,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2017-12-13,2022-04-16
DYAN,Dyandra Media International Tb,2013-03-25,4272964279,Utama,Industrials,76,324745285204,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2013-03-25,2022-04-16
EAST,Eastparc Hotel Tbk.,2019-07-09,4126366528,Pengembangan,Consumer Cyclicals,89,367246620992,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-07-09,2022-04-16
ECII,Electronic City Indonesia Tbk.,2013-07-03,1334333000,Pengembangan,Consumer Cyclicals,750,1000749750000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2013-07-03,2022-04-16
EDGE,Indointernet Tbk.,2021-02-08,404050000,Pengembangan,Technology,20500,8283025000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2021-02-08 09:00:00,2022-04-15 16:00:00,2021-02-08,2022-04-16
EKAD,Ekadharma International Tbk.,1990-08-14,698775000,Utama,Basic Materials,1440,1006236000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
ELSA,Elnusa Tbk.,2008-02-06,7298500000,Utama,Energy,288,2101968000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2008-02-06,2022-04-16
ELTY,Bakrieland Development Tbk.,1995-10-30,43521913019,Utama,Properties & Real Estate,50,2176095650950,2021-11-22 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
EMDE,Megapolitan Developments Tbk.,2011-01-12,3350000000,Pengembangan,Properties & Real Estate,156,522600000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2011-01-12,2022-04-16
EMTK,Elang Mahkota Teknologi Tbk.,2010-01-12,61241751483,Utama,Technology,2740,167802399063420,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2010-01-12,2022-04-16
ENAK,Champ Resto Indonesia Tbk.,2022-02-08,2166666800,Pengembangan,Consumer Cyclicals,845,1830833446000,2022-02-08 09:00:00,2022-04-15 15:59:00,2022-02-08 09:00:00,2022-04-15 16:00:00,2022-02-08,2022-04-16
ENRG,Energi Mega Persada Tbk.,2004-06-07,24821230250,Pengembangan,Energy,182,4517463905500,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2004-06-07,2022-04-16
ENVY,Envy Technologies Indonesia Tb,2019-07-08,1800000000,Pengembangan,Technology,50,90000000000,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-07-08,2022-04-16
ENZO,Morenzo Abadi Perkasa Tbk.,2020-09-14,2162545448,Pengembangan,Consumer Non-Cyclicals,68,147053090464,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-09-14 09:00:00,2022-04-15 16:00:00,2020-09-14,2022-04-16
EPAC,Megalestari Epack Sentosaraya ,2020-07-01,3303400000,Pengembangan,Basic Materials,50,165170000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-07-01 09:00:00,2022-04-15 16:00:00,2020-07-01,2022-04-16
EPMT,Enseval Putera Megatrading Tbk,1994-08-01,2708640000,Pengembangan,Consumer Non-Cyclicals,2750,7448760000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
ERAA,Erajaya Swasembada Tbk.,2011-12-14,15950000000,Utama,Consumer Cyclicals,540,8613000000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2011-12-14,2022-04-16
ERTX,Eratex Djaja Tbk.,1990-08-21,1286539792,Pengembangan,Consumer Cyclicals,183,235436781936,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
ESIP,Sinergi Inti Plastindo Tbk.,2019-11-14,1109936024,Pengembangan,Basic Materials,130,144291683120,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-11-14,2022-04-16
ESSA,Surya Esa Perkasa Tbk.,2012-02-01,15660887000,Utama,Basic Materials,1480,23178112760000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2012-02-01,2022-04-16
ESTA,Esta Multi Usaha Tbk.,2020-03-09,630000000,Pengembangan,Consumer Cyclicals,394,248220000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2020-03-09,2022-04-16
ESTI,Ever Shine Tex Tbk.,1992-10-13,2015208720,Utama,Consumer Cyclicals,112,225703376640,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
ETWA,Eterindo Wahanatama Tbk,1997-05-16,4668671400,Utama,Energy,62,289457626800,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
EXCL,XL Axiata Tbk.,2005-09-29,10724674776,Utama,Infrastructures,2710,29063868642960,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2005-09-29,2022-04-16
FAPA,FAP Agri Tbk.,2021-01-04,3629411800,Pengembangan,Consumer Non-Cyclicals,3600,13065882480000,2021-11-01 09:00:00,2022-04-15 15:59:00,2021-01-04 09:00:00,2022-04-15 16:00:00,2021-01-04,2022-04-16
FAST,Fast Food Indonesia Tbk.,1993-05-11,3990277158,Pengembangan,Consumer Cyclicals,955,3810714685890,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
FASW,Fajar Surya Wisesa Tbk.,1994-12-19,2477888787,Utama,Basic Materials,6500,16106277115500,2021-12-27 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
FILM,MD Pictures Tbk.,2018-08-07,9511217000,Utama,Consumer Cyclicals,1220,11603684740000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-08-07,2022-04-16
FIMP,Fimperkasa Utama Tbk.,2021-04-09,400000975,Akselerasi,Infrastructures,50,20000048750,2021-11-01 09:00:00,2022-04-15 15:59:00,2021-04-09 09:00:00,2022-04-15 16:00:00,2021-04-09,2022-04-16
FIRE,Alfa Energi Investama Tbk.,2017-06-09,1475363179,Pengembangan,Energy,266,392446605614,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2017-06-09,2022-04-16
FISH,FKS Multi Agro Tbk.,2002-01-18,480000000,Pengembangan,Consumer Non-Cyclicals,6500,3120000000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2002-01-18,2022-04-16
FITT,Hotel Fitra International Tbk.,2019-06-11,726130099,Pengembangan,Consumer Cyclicals,288,209125468512,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-06-11,2022-04-16
FLMC,Falmaco Nonwoven Industri Tbk.,2021-07-08,781250000,Akselerasi,Consumer Non-Cyclicals,80,62500000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2021-07-08 09:00:00,2022-04-15 16:00:00,2021-07-08,2022-04-16
FMII,Fortune Mate Indonesia Tbk,2000-06-30,2721000000,Pengembangan,Properties & Real Estate,348,946908000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
FOOD,Sentra Food Indonesia Tbk.,2019-01-08,650000000,Pengembangan,Consumer Non-Cyclicals,117,76050000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-01-08,2022-04-16
FORU,Fortune Indonesia Tbk,2002-01-17,465224000,Pengembangan,Consumer Cyclicals,386,179576464000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2002-01-17,2022-04-16
FORZ,Forza Land Indonesia Tbk.,2017-04-28,1984009887,Utama,Properties & Real Estate,50,99200494350,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2017-04-28,2022-04-16
FPNI,Lotte Chemical Titan Tbk.,2002-03-21,5566414000,Pengembangan,Basic Materials,420,2337893880000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2002-03-21,2022-04-16
FREN,Smartfren Telecom Tbk.,2006-11-29,308106840243,Utama,Infrastructures,88,27113401941384,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2006-11-29,2022-04-16
FUJI,Fuji Finance Indonesia Tbk.,2019-07-09,1105000000,Pengembangan,Financials,580,640900000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-07-09,2022-04-16
GAMA,Aksara Global Development Tbk.,2012-07-11,10011027656,Utama,Properties & Real Estate,50,500551382800,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2012-07-11,2022-04-16
GDST,Gunawan Dianjaya Steel Tbk.,2009-12-23,9242500000,Pengembangan,Basic Materials,95,878037500000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2009-12-23,2022-04-16
GDYR,Goodyear Indonesia Tbk.,1980-12-22,410000000,Utama,Consumer Cyclicals,1335,547350000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
GEMA,Gema Grahasarana Tbk.,2002-08-12,1600000000,Pengembangan,Consumer Cyclicals,324,518400000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2002-08-12,2022-04-16
GEMS,Golden Energy Mines Tbk.,2011-11-17,5882353000,Utama,Energy,5725,33676470925000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2011-11-17,2022-04-16
GGRM,Gudang Garam Tbk.,1990-08-27,1924088000,Utama,Consumer Non-Cyclicals,30600,58877092800000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
GGRP,Gunung Raja Paksi Tbk.,2019-09-19,12111376157,Pengembangan,Basic Materials,735,8901861475395,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-09-19,2022-04-16
GHON,Gihon Telekomunikasi Indonesia,2018-04-09,550000000,Utama,Infrastructures,2250,1237500000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-04-09,2022-04-16
GIAA,Garuda Indonesia (Persero) Tbk,2011-02-11,25886576254,Utama,Transportation & Logistic,222,5746819928388,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2011-02-11,2022-04-16
GJTL,Gajah Tunggal Tbk.,1990-05-08,3484800000,Utama,Consumer Cyclicals,620,2160576000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
GLOB,Globe Kita Terang Tbk.,2012-07-10,1111112000,Pengembangan,Consumer Cyclicals,160,177777920000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2012-07-10,2022-04-16
GLVA,Galva Technologies Tbk.,2019-12-23,1500000000,Pengembangan,Technology,250,375000000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-12-23,2022-04-16
GMFI,Garuda Maintenance Facility Ae,2017-10-10,28233511500,Utama,Infrastructures,68,1919878782000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2017-10-10,2022-04-16
GMTD,Gowa Makassar Tourism Developm,2000-12-11,101538000,Pengembangan,Properties & Real Estate,15600,1583992800000,2021-11-15 09:00:00,2022-02-18 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
GOLD,Visi Telekomunikasi Infrastruk,2010-07-07,1277276000,Pengembangan,Infrastructures,358,457264808000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2010-07-07,2022-04-16
GOLL,Golden Plantation Tbk.,2014-12-23,3665000759,Pengembangan,Consumer Non-Cyclicals,50,183250037950,,,,,2014-12-23,2022-04-16
GOOD,Garudafood Putra Putri Jaya Tb,2018-10-10,36897901455,Utama,Consumer Non-Cyclicals,550,20293845800250,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-10-10,2022-04-16
GOTO,GoTo Gojek Tokopedia Tbk.,2022-04-11,1184363929502,Utama,Technology,376,445320837492752,2022-04-11 09:00:00,2022-04-15 15:59:00,2022-04-11 09:00:00,2022-04-15 16:00:00,2022-04-11,2022-04-16
GPRA,Perdana Gapuraprima Tbk.,2007-10-10,4276655336,Utama,Properties & Real Estate,79,337855771544,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2007-10-10,2022-04-16
GPSO,Geoprima Solusi Tbk.,2021-09-06,666666823,Pengembangan,Industrials,100,66666682300,2021-11-01 09:00:00,2022-04-15 15:59:00,2021-09-06 09:00:00,2022-04-15 16:00:00,2021-09-06,2022-04-16
GSMF,Equity Development Investment ,1989-10-23,14230399705,Pengembangan,Financials,97,1380348771385,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
GTBO,Garda Tujuh Buana Tbk,2009-07-09,2500000000,Pengembangan,Energy,75,187500000000,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2009-07-09,2022-04-16
GTSI,GTS Internasional Tbk.,2021-09-08,15819142767,Utama,Energy,57,901691137719,2021-11-01 09:00:00,2022-04-15 15:59:00,2021-09-08 09:00:00,2022-04-15 16:00:00,2021-09-08,2022-04-16
GWSA,Greenwood Sejahtera Tbk.,2011-12-23,7800760000,Utama,Properties & Real Estate,142,1107707920000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2011-12-23,2022-04-16
GZCO,Gozco Plantations Tbk.,2008-05-15,6000000000,Utama,Consumer Non-Cyclicals,224,1344000000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2008-05-15,2022-04-16
HADE,Himalaya Energi Perkasa Tbk.,2004-04-12,2120000000,Pengembangan,Infrastructures,50,106000000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2004-04-12,2022-04-16
HAIS,Hasnur Internasional Shipping ,2021-09-01,2626250000,Utama,Transportation & Logistic,193,506866250000,2021-11-01 09:00:00,2022-04-15 15:59:00,2021-09-01 09:00:00,2022-04-15 16:00:00,2021-09-01,2022-04-16
HDFA,Radana Bhaskara Finance Tbk.,2011-05-10,6542445783,Utama,Financials,174,1138385566242,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2011-05-10,2022-04-16
HDIT,Hensel Davest Indonesia Tbk.,2019-07-12,1524680000,Utama,Technology,195,297312600000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-07-12,2022-04-16
HDTX,Panasia Indo Resources Tbk.,1990-06-06,3601462800,Utama,Consumer Cyclicals,,,,,,,,
HEAL,Medikaloka Hermina Tbk.,2018-05-16,14920000000,Utama,Healthcare,1390,20738800000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-05-16,2022-04-16
HELI,Jaya Trishindo Tbk.,2018-03-27,832862387,Pengembangan,Transportation & Logistic,280,233201468360,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-03-27,2022-04-16
HERO,Hero Supermarket Tbk.,1989-08-21,4183634000,Utama,Consumer Non-Cyclicals,1740,7279523160000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
HEXA,Hexindo Adiperkasa Tbk.,1995-02-13,840000000,Utama,Industrials,6050,5082000000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
HITS,Humpuss Intermoda Transportasi,1997-12-15,7101084801,Utama,Energy,930,6604008864930,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
HKMU,HK Metals Utama Tbk.,2018-10-09,3221750000,Utama,Basic Materials,50,161087500000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-10-09,2022-04-16
HMSP,H.M. Sampoerna Tbk.,1990-08-15,116318076900,Utama,Consumer Non-Cyclicals,895,104104678825500,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
HOKI,Buyung Poetra Sembada Tbk.,2017-06-22,9677752680,Utama,Consumer Non-Cyclicals,155,1500051665400,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2017-06-22,2022-04-16
HOME,Hotel Mandarine Regency Tbk.,2008-07-17,22212194782,Pengembangan,Consumer Cyclicals,50,1110609739100,,,,,2008-07-17,2022-04-16
HOMI,Grand House Mulia Tbk.,2020-09-10,787500000,Pengembangan,Properties & Real Estate,1345,1059187500000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-09-10 09:00:00,2022-04-15 16:00:00,2020-09-10,2022-04-16
HOPE,Harapan Duta Pertiwi Tbk.,2021-05-24,2129167100,Pengembangan,Industrials,124,264016720400,2021-11-01 09:00:00,2022-04-15 15:59:00,2021-05-24 09:00:00,2022-04-15 16:00:00,2021-05-24,2022-04-16
HOTL,Saraswati Griya Lestari Tbk.,2013-01-10,3550001452,Utama,Consumer Cyclicals,50,177500072600,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2013-01-10,2022-04-16
HRME,Menteng Heritage Realty Tbk.,2019-04-12,5958750000,Pengembangan,Consumer Cyclicals,53,315813750000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-04-12,2022-04-16
HRTA,Hartadinata Abadi Tbk.,2017-06-21,4605262400,Utama,Consumer Cyclicals,212,976315628800,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2017-06-21,2022-04-16
HRUM,Harum Energy Tbk.,2010-10-06,2703620000,Utama,Energy,13600,36769232000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2010-10-06,2022-04-16
IATA,MNC Energy Investments Tbk.,2006-09-13,11415812114,Pengembangan,Transportation & Logistic,258,2945279525412,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2006-09-13,2022-04-16
IBFN,Intan Baru Prana Tbk.,2014-12-22,1517332349,Pengembangan,Financials,97,147181237853,2021-11-01 09:00:00,2022-02-11 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2014-12-22,2022-04-16
IBST,Inti Bangun Sejahtera Tbk.,2012-08-31,1350904927,Utama,Infrastructures,7275,9827833343925,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2012-08-31,2022-04-16
ICBP,Indofood CBP Sukses Makmur Tbk,2010-10-07,11661908000,Utama,Consumer Non-Cyclicals,7175,83674189900000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2010-10-07,2022-04-16
ICON,Island Concepts Indonesia Tbk.,2005-07-08,1089750000,Pengembangan,Industrials,75,81731250000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2005-07-08,2022-04-16
IDEA,Idea Indonesia Akademi Tbk.,2021-09-09,1062437500,Akselerasi,Consumer Cyclicals,61,64808687500,2021-11-01 09:00:00,2022-04-15 15:59:00,2021-09-09 09:00:00,2022-04-15 16:00:00,2021-09-09,2022-04-16
IDPR,Indonesia Pondasi Raya Tbk.,2015-12-10,2003000000,Utama,Infrastructures,167,334501000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2015-12-10,2022-04-16
IFII,Indonesia Fibreboard Industry ,2019-12-10,9412000000,Utama,Basic Materials,158,1487096000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-12-10,2022-04-16
IFSH,Ifishdeco Tbk.,2019-12-05,2125000000,Pengembangan,Basic Materials,1200,2550000000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-12-05,2022-04-16
IGAR,Champion Pacific Indonesia Tbk,1990-11-05,972204500,Utama,Basic Materials,430,418047935000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
IIKP,Inti Agri Resources Tbk,2002-10-14,33600000000,Pengembangan,Consumer Cyclicals,50,1680000000000,,,,,2002-10-14,2022-04-16
IKAI,Intikeramik Alamasri Industri ,1997-06-04,13305799387,Utama,Consumer Cyclicals,50,665289969350,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
IKAN,Era Mandiri Cemerlang Tbk.,2020-02-12,833333000,Pengembangan,Consumer Non-Cyclicals,82,68333306000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2020-02-12,2022-04-16
IKBI,Sumi Indo Kabel Tbk.,1991-01-21,1224000000,Pengembangan,Industrials,224,274176000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
IMAS,Indomobil Sukses Internasional,1993-11-15,3994291039,Utama,Consumer Cyclicals,750,2995718279250,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
IMJS,Indomobil Multi Jasa Tbk.,2013-12-10,8654325000,Utama,Financials,388,3357878100000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2013-12-10,2022-04-16
IMPC,Impack Pratama Industri Tbk.,2014-12-17,4833500000,Pengembangan,Industrials,3520,17013920000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2014-12-17,2022-04-16
INAF,Indofarma Tbk.,2001-04-17,3099267500,Utama,Healthcare,1315,4075536762500,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-17,2022-04-16
INAI,Indal Aluminium Industry Tbk.,1994-12-05,633600000,Pengembangan,Basic Materials,298,188812800000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
INCF,Indo Komoditi Korpora Tbk.,2016-09-06,1438370465,Pengembangan,Basic Materials,52,74795264180,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2016-09-06,2022-04-16
INCI,Intanwijaya Internasional Tbk,1990-07-24,196121237,Utama,Basic Materials,545,106886074165,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
INCO,Vale Indonesia Tbk.,1990-05-16,9936338720,Utama,Basic Materials,7975,79242301292000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
INDF,Indofood Sukses Makmur Tbk.,1994-07-14,8780426500,Utama,Consumer Non-Cyclicals,6125,53780112312500,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
INDO,Royalindo Investa Wijaya Tbk.,2020-01-13,4356525519,Pengembangan,Properties & Real Estate,123,535852638837,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2020-01-13,2022-04-16
INDR,Indo-Rama Synthetics Tbk.,1990-08-03,654351707,Utama,Consumer Cyclicals,6075,3975186620025,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
INDS,Indospring Tbk.,1990-08-10,656249710,Utama,Consumer Cyclicals,2180,1430624367800,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
INDX,Tanah Laut Tbk,2001-05-17,437913588,Pengembangan,Industrials,324,141884002512,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-05-17,2022-04-16
INDY,Indika Energy Tbk.,2008-06-11,5210192000,Utama,Energy,2830,14744843360000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2008-06-11,2022-04-16
INKP,Indah Kiat Pulp & Paper Tbk.,1990-07-16,5470982941,Utama,Basic Materials,7625,41716244925125,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
INOV,Inocycle Technology Group Tbk.,2019-07-10,1808221900,Pengembangan,Consumer Cyclicals,226,408658149400,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-07-10,2022-04-16
